"filename", "language", "JavaScript", "JSON", "YAML", "Handlebars", "XML", "CSS", "SCSS", "HTML", "comment", "blank", "total"
"/home/master/Vidventures WebApp./public/user/assets/scss/elements/_progressbar.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 136, 0, 12, 148
"/home/master/Vidventures WebApp./public/user/assets/scss/elements/_progressbar.scss", "SCSS", 0, 0, 0, 0, 0, 0, 142, 0, 6, 12, 160
"/home/master/Vidventures WebApp./public/user/assets/scss/elements/_search.scss", "SCSS", 0, 0, 0, 0, 0, 0, 197, 0, 6, 28, 231
"/home/master/Vidventures WebApp./public/user/assets/scss/elements/_section-title.scss", "SCSS", 0, 0, 0, 0, 0, 0, 136, 0, 3, 18, 157
"/home/master/Vidventures WebApp./public/user/assets/scss/elements/_service.scss", "SCSS", 0, 0, 0, 0, 0, 0, 397, 0, 9, 25, 431
"/home/master/Vidventures WebApp./public/user/assets/scss/elements/_slider.scss", "SCSS", 0, 0, 0, 0, 0, 0, 14, 0, 0, 3, 17
"/home/master/Vidventures WebApp./public/user/assets/scss/elements/_social.scss", "SCSS", 0, 0, 0, 0, 0, 0, 125, 0, 3, 8, 136
"/home/master/Vidventures WebApp./public/user/assets/scss/elements/_split.scss", "SCSS", 0, 0, 0, 0, 0, 0, 67, 0, 3, 1, 71
"/home/master/Vidventures WebApp./public/user/assets/scss/elements/_swiper.scss", "SCSS", 0, 0, 0, 0, 0, 0, 262, 0, 10, 42, 314
"/home/master/Vidventures WebApp./public/user/assets/scss/elements/_teacher-section.scss", "SCSS", 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 122
"/home/master/Vidventures WebApp./public/user/assets/scss/elements/_team.scss", "SCSS", 0, 0, 0, 0, 0, 0, 776, 0, 7, 52, 835
"/home/master/Vidventures WebApp./public/user/assets/scss/elements/_testimonial.scss", "SCSS", 0, 0, 0, 0, 0, 0, 563, 0, 9, 71, 643
"/home/master/Vidventures WebApp./public/user/assets/scss/elements/_testimonials.scss", "SCSS", 0, 0, 0, 0, 0, 0, 204, 0, 1, 9, 214
"/home/master/Vidventures WebApp./public/user/assets/scss/elements/_video.scss", "SCSS", 0, 0, 0, 0, 0, 0, 72, 0, 3, 13, 88
"/home/master/Vidventures WebApp./public/user/assets/scss/footer/_back-to-top.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 4
"/home/master/Vidventures WebApp./public/user/assets/scss/footer/_copyright.scss", "SCSS", 0, 0, 0, 0, 0, 0, 42, 0, 3, 4, 49
"/home/master/Vidventures WebApp./public/user/assets/scss/footer/_dark.scss", "SCSS", 0, 0, 0, 0, 0, 0, 55, 0, 4, 12, 71
"/home/master/Vidventures WebApp./public/user/assets/scss/footer/_footer.scss", "SCSS", 0, 0, 0, 0, 0, 0, 108, 0, 7, 10, 125
"/home/master/Vidventures WebApp./public/user/assets/scss/header/_header-common.scss", "SCSS", 0, 0, 0, 0, 0, 0, 96, 0, 4, 24, 124
"/home/master/Vidventures WebApp./public/user/assets/scss/header/_header.scss", "SCSS", 0, 0, 0, 0, 0, 0, 236, 0, 6, 50, 292
"/home/master/Vidventures WebApp./public/user/assets/scss/header/_headertop.scss", "SCSS", 0, 0, 0, 0, 0, 0, 245, 0, 9, 37, 291
"/home/master/Vidventures WebApp./public/user/assets/scss/header/_headertopbar.scss", "SCSS", 0, 0, 0, 0, 0, 0, 67, 0, 3, 4, 74
"/home/master/Vidventures WebApp./public/user/assets/scss/header/_mega-menu.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 3, 22, 25
"/home/master/Vidventures WebApp./public/user/assets/scss/header/_mobilemenu.scss", "SCSS", 0, 0, 0, 0, 0, 0, 281, 0, 3, 11, 295
"/home/master/Vidventures WebApp./public/user/assets/scss/header/_nav.scss", "SCSS", 0, 0, 0, 0, 0, 0, 558, 0, 25, 58, 641
"/home/master/Vidventures WebApp./public/user/assets/scss/header/_offcanbas.scss", "SCSS", 0, 0, 0, 0, 0, 0, 194, 0, 6, 59, 259
"/home/master/Vidventures WebApp./public/user/assets/scss/header/_offcanvas.scss", "SCSS", 0, 0, 0, 0, 0, 0, 354, 0, 12, 45, 411
"/home/master/Vidventures WebApp./public/user/assets/scss/header/_offertopbar.scss", "SCSS", 0, 0, 0, 0, 0, 0, 67, 0, 3, 4, 74
"/home/master/Vidventures WebApp./public/user/assets/scss/header/_one-page-navigation.scss", "SCSS", 0, 0, 0, 0, 0, 0, 81, 0, 3, 11, 95
"/home/master/Vidventures WebApp./public/user/assets/scss/header/_search.scss", "SCSS", 0, 0, 0, 0, 0, 0, 124, 0, 3, 27, 154
"/home/master/Vidventures WebApp./public/user/assets/scss/header/_social-share.scss", "SCSS", 0, 0, 0, 0, 0, 0, 53, 0, 3, 1, 57
"/home/master/Vidventures WebApp./public/user/assets/scss/header/common/_header-common.scss", "SCSS", 0, 0, 0, 0, 0, 0, 774, 0, 36, 90, 900
"/home/master/Vidventures WebApp./public/user/assets/scss/header/common/_headertop.scss", "SCSS", 0, 0, 0, 0, 0, 0, 291, 0, 9, 33, 333
"/home/master/Vidventures WebApp./public/user/assets/scss/header/common/_offertopbar.scss", "SCSS", 0, 0, 0, 0, 0, 0, 67, 0, 3, 4, 74
"/home/master/Vidventures WebApp./public/user/assets/scss/header/headermiddle/_headermid.scss", "SCSS", 0, 0, 0, 0, 0, 0, 38, 0, 3, 20, 61
"/home/master/Vidventures WebApp./public/user/assets/scss/header/topoffer/_offertopbar.scss", "SCSS", 0, 0, 0, 0, 0, 0, 86, 0, 3, 19, 108
"/home/master/Vidventures WebApp./public/user/assets/scss/shop/_cart.scss", "SCSS", 0, 0, 0, 0, 0, 0, 372, 0, 6, 26, 404
"/home/master/Vidventures WebApp./public/user/assets/scss/shop/_checkout.scss", "SCSS", 0, 0, 0, 0, 0, 0, 169, 0, 9, 19, 197
"/home/master/Vidventures WebApp./public/user/assets/scss/shop/_minicart.scss", "SCSS", 0, 0, 0, 0, 0, 0, 81, 0, 3, 8, 92
"/home/master/Vidventures WebApp./public/user/assets/scss/shop/_my-account.scss", "SCSS", 0, 0, 0, 0, 0, 0, 100, 0, 3, 35, 138
"/home/master/Vidventures WebApp./public/user/assets/scss/shop/_product-details.scss", "SCSS", 0, 0, 0, 0, 0, 0, 157, 0, 3, 22, 182
"/home/master/Vidventures WebApp./public/user/assets/scss/shop/_shop.scss", "SCSS", 0, 0, 0, 0, 0, 0, 8, 0, 3, 19, 30
"/home/master/Vidventures WebApp./public/user/assets/scss/style.scss", "SCSS", 0, 0, 0, 0, 0, 0, 82, 0, 135, 19, 236
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_about-us.scss", "SCSS", 0, 0, 0, 0, 0, 0, 178, 0, 0, 0, 178
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_banner.scss", "SCSS", 0, 0, 0, 0, 0, 0, 1414, 0, 46, 136, 1596
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_blog-details.scss", "SCSS", 0, 0, 0, 0, 0, 0, 363, 0, 0, 0, 363
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_connect-area.scss", "SCSS", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_contact-page.scss", "SCSS", 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 128
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_contact.scss", "SCSS", 0, 0, 0, 0, 0, 0, 48, 0, 3, 15, 66
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_course-action-bottom.scss", "SCSS", 0, 0, 0, 0, 0, 0, 57, 0, 0, 4, 61
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_course-details.scss", "SCSS", 0, 0, 0, 0, 0, 0, 348, 0, 21, 36, 405
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_course-sidebar.scss", "SCSS", 0, 0, 0, 0, 0, 0, 117, 0, 4, 11, 132
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_course-slidebar.scss", "SCSS", 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 146
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_error-page.scss", "SCSS", 0, 0, 0, 0, 0, 0, 26, 0, 0, 1, 27
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_events-details.scss", "SCSS", 0, 0, 0, 0, 0, 0, 92, 0, 0, 1, 93
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_events-page.scss", "SCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_grid-course.scss", "SCSS", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 23
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_instructor-dashboard.scss", "SCSS", 0, 0, 0, 0, 0, 0, 82, 0, 6, 11, 99
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_list-course.scss", "SCSS", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 23
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_login-page.scss", "SCSS", 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 124
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_my-account.scss", "SCSS", 0, 0, 0, 0, 0, 0, 100, 0, 3, 35, 138
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_preview.scss", "SCSS", 0, 0, 0, 0, 0, 0, 1416, 0, 34, 165, 1615
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_product-details.scss", "SCSS", 0, 0, 0, 0, 0, 0, 148, 0, 3, 22, 173
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_profile-page.scss", "SCSS", 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 106
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_register-page.scss", "SCSS", 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 158
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_shop-details.scss", "SCSS", 0, 0, 0, 0, 0, 0, 259, 0, 0, 0, 259
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_shop-page.scss", "SCSS", 0, 0, 0, 0, 0, 0, 160, 0, 0, 5, 165
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_shop.scss", "SCSS", 0, 0, 0, 0, 0, 0, 8, 0, 3, 19, 30
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_sidebar.scss", "SCSS", 0, 0, 0, 0, 0, 0, 221, 0, 15, 42, 278
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_single-zoom-section.scss", "SCSS", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 68
"/home/master/Vidventures WebApp./public/user/assets/scss/template/_teacher-details.scss", "SCSS", 0, 0, 0, 0, 0, 0, 198, 0, 0, 0, 198
"/home/master/Vidventures WebApp./public/user/assets/scss/variation-page/_color.scss", "SCSS", 0, 0, 0, 0, 0, 0, 7, 0, 3, 9, 19
"/home/master/Vidventures WebApp./public/user/assets/scss/variation-page/_demo-page.scss", "SCSS", 0, 0, 0, 0, 0, 0, 247, 0, 0, 8, 255
"/home/master/Vidventures WebApp./router/adminRouter.js", "JavaScript", 45, 0, 0, 0, 0, 0, 0, 0, 1, 46, 92
"/home/master/Vidventures WebApp./router/userRouter.js", "JavaScript", 72, 0, 0, 0, 0, 0, 0, 0, 6, 69, 147
"/home/master/Vidventures WebApp./views/admin/PriceTableList.hbs", "Handlebars", 0, 0, 0, 44, 0, 0, 0, 0, 2, 3, 49
"/home/master/Vidventures WebApp./views/admin/addPost.hbs", "Handlebars", 0, 0, 0, 88, 0, 0, 0, 0, 4, 9, 101
"/home/master/Vidventures WebApp./views/admin/addPriceTable.hbs", "Handlebars", 0, 0, 0, 118, 0, 0, 0, 0, 2, 19, 139
"/home/master/Vidventures WebApp./views/admin/addProduct.hbs", "Handlebars", 0, 0, 0, 118, 0, 0, 0, 0, 2, 19, 139
"/home/master/Vidventures WebApp./views/admin/addReview.hbs", "Handlebars", 0, 0, 0, 67, 0, 0, 0, 0, 27, 15, 109
"/home/master/Vidventures WebApp./views/admin/coordinators.hbs", "Handlebars", 0, 0, 0, 70, 0, 0, 0, 0, 6, 4, 80
"/home/master/Vidventures WebApp./views/admin/coupon.hbs", "Handlebars", 0, 0, 0, 89, 0, 0, 0, 0, 9, 2, 100
"/home/master/Vidventures WebApp./views/admin/dashboard.hbs", "Handlebars", 0, 0, 0, 399, 0, 0, 0, 0, 38, 17, 454
"/home/master/Vidventures WebApp./views/admin/editProduct.hbs", "Handlebars", 0, 0, 0, 90, 0, 0, 0, 0, 1, 10, 101
"/home/master/Vidventures WebApp./views/admin/formData.hbs", "Handlebars", 0, 0, 0, 18, 0, 0, 0, 0, 1, 3, 22
"/home/master/Vidventures WebApp./views/admin/login.hbs", "Handlebars", 0, 0, 0, 25, 0, 0, 0, 0, 17, 0, 42
"/home/master/Vidventures WebApp./views/admin/order.hbs", "Handlebars", 0, 0, 0, 265, 0, 0, 0, 0, 0, 52, 317
"/home/master/Vidventures WebApp./views/admin/postList.hbs", "Handlebars", 0, 0, 0, 74, 0, 0, 0, 0, 11, 7, 92
"/home/master/Vidventures WebApp./views/admin/product.hbs", "Handlebars", 0, 0, 0, 104, 0, 0, 0, 0, 35, 13, 152
"/home/master/Vidventures WebApp./views/admin/review.hbs", "Handlebars", 0, 0, 0, 82, 0, 0, 0, 0, 39, 10, 131
"/home/master/Vidventures WebApp./views/admin/users.hbs", "Handlebars", 0, 0, 0, 90, 0, 0, 0, 0, 6, 4, 100
"/home/master/Vidventures WebApp./views/admin/viewOrder.hbs", "Handlebars", 0, 0, 0, 116, 0, 0, 0, 0, 23, 3, 142
"/home/master/Vidventures WebApp./views/layout/adminLayout.hbs", "Handlebars", 0, 0, 0, 39, 0, 0, 0, 0, 0, 12, 51
"/home/master/Vidventures WebApp./views/layout/userLayout.hbs", "Handlebars", 0, 0, 0, 86, 0, 0, 0, 0, 0, 15, 101
"/home/master/Vidventures WebApp./views/partials/admin/footer.hbs", "Handlebars", 0, 0, 0, 27, 0, 0, 0, 0, 0, 3, 30
"/home/master/Vidventures WebApp./views/partials/admin/header.hbs", "Handlebars", 0, 0, 0, 155, 0, 0, 0, 0, 0, 9, 164
"/home/master/Vidventures WebApp./views/partials/user/footer.hbs", "Handlebars", 0, 0, 0, 157, 0, 0, 0, 0, 7, 22, 186
"/home/master/Vidventures WebApp./views/partials/user/header.hbs", "Handlebars", 0, 0, 0, 306, 0, 0, 0, 0, 90, 33, 429
"/home/master/Vidventures WebApp./views/partials/user/loginNav.hbs", "Handlebars", 0, 0, 0, 469, 0, 0, 0, 0, 0, 37, 506
"/home/master/Vidventures WebApp./views/partials/user/noNav.hbs", "Handlebars", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/master/Vidventures WebApp./views/user/404.hbs", "Handlebars", 0, 0, 0, 85, 0, 0, 0, 0, 0, 14, 99
"/home/master/Vidventures WebApp./views/user/aboutUs.hbs", "Handlebars", 0, 0, 0, 144, 0, 0, 0, 0, 16, 16, 176
"/home/master/Vidventures WebApp./views/user/addInstruction.hbs", "Handlebars", 0, 0, 0, 46, 0, 0, 0, 0, 1, 7, 54
"/home/master/Vidventures WebApp./views/user/blog.hbs", "Handlebars", 0, 0, 0, 224, 0, 0, 0, 0, 0, 20, 244
"/home/master/Vidventures WebApp./views/user/cart.hbs", "Handlebars", 0, 0, 0, 204, 0, 0, 0, 0, 0, 28, 232
"/home/master/Vidventures WebApp./views/user/contact.hbs", "Handlebars", 0, 0, 0, 51, 0, 0, 0, 0, 3, 0, 54
"/home/master/Vidventures WebApp./views/user/faq.hbs", "Handlebars", 0, 0, 0, 208, 0, 0, 0, 0, 1, 14, 223
"/home/master/Vidventures WebApp./views/user/home.hbs", "Handlebars", 0, 0, 0, 1883, 0, 0, 0, 0, 25, 296, 2204
"/home/master/Vidventures WebApp./views/user/login.hbs", "Handlebars", 0, 0, 0, 87, 0, 0, 0, 0, 20, 11, 118
"/home/master/Vidventures WebApp./views/user/otp.hbs", "Handlebars", 0, 0, 0, 128, 0, 0, 0, 0, 1, 26, 155
"/home/master/Vidventures WebApp./views/user/payment.hbs", "Handlebars", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"/home/master/Vidventures WebApp./views/user/productDetails.hbs", "Handlebars", 0, 0, 0, 112, 0, 0, 0, 0, 28, 29, 169
"/home/master/Vidventures WebApp./views/user/shop.hbs", "Handlebars", 0, 0, 0, 72, 0, 0, 0, 0, 39, 9, 120
"/home/master/Vidventures WebApp./views/user/success.hbs", "Handlebars", 0, 0, 0, 190, 0, 0, 0, 0, 0, 30, 220
"/home/master/Vidventures WebApp./views/user/terms.hbs", "Handlebars", 0, 0, 0, 33, 0, 0, 0, 0, 0, 9, 42
"/home/master/Vidventures WebApp./views/user/userProfile.hbs", "Handlebars", 0, 0, 0, 197, 0, 0, 0, 0, 3, 31, 231
"/home/master/Vidventures WebApp./views/user/verifyEmail.hbs", "Handlebars", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/master/Vidventures WebApp./views/user/viewOrderDetails.hbs", "Handlebars", 0, 0, 0, 83, 0, 0, 0, 0, 108, 23, 214
"Total", "-", 5730, 5180, 26, 6854, 14165, 49330, 26279, 136, 3215, 12309, 123224
